ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU
ASV_1092,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,NA,NA,ASV_1092
ASV_1093,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,NA,ASV_1093
ASV_1094,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,NA,ASV_1094
ASV_1095,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,NA,ASV_1095
ASV_1096,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Methylobacterium hispanicum,ASV_1096
ASV_1097,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,ASV_1097
ASV_1098,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,NA,NA,ASV_1098
ASV_1099,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_1099
ASV_1100,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA,ASV_1100
ASV_1101,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,ASV_1101
ASV_1102,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_1102
ASV_1104,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niabella,Niabella sp.,ASV_1104
ASV_1105,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA,ASV_1105
ASV_1106,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA,ASV_1106
ASV_1107,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA,ASV_1107
ASV_1108,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA,ASV_1108
ASV_1109,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,Dyadobacter fermentans,ASV_1109
ASV_1110,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,ASV_1110
ASV_1111,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA,ASV_1111
ASV_1112,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Ancylothrix 8PC,uous_taxa,ASV_1112
ASV_1113,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,ASV_1113
ASV_1114,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,NA,NA,ASV_1114
ASV_1115,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,uncultured bacterium,ASV_1115
ASV_1116,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA,ASV_1116
ASV_1117,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter,uncultured bacterium,ASV_1117
ASV_1118,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,NA,NA,ASV_1118
ASV_1119,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA,ASV_1119
ASV_1120,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,uncultured,NA,NA,ASV_1120
ASV_1125,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,Fibrobacter sp.,ASV_1125
ASV_1126,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA,ASV_1126
ASV_1127,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales BS11 gut group,uncultured rumen bacterium,uncultured rumen bacterium,ASV_1127
ASV_1128,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,NA,ASV_1128
ASV_1129,Bacteria,WPS-2,Burkholderiales bacterium Beta_02,Burkholderiales bacterium Beta_02,Burkholderiales bacterium Beta_02,Burkholderiales bacterium Beta_02,Burkholderiales bacterium Beta_02,ASV_1129
ASV_1130,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured Gemmatimonas sp.,ASV_1130
ASV_1131,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,uous_taxa,ASV_1131
ASV_1132,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Verticia,uous_taxa,ASV_1132
ASV_1133,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus gibsonii,ASV_1133
ASV_1134,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,NA,ASV_1134
ASV_1135,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_1135
ASV_1136,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,NA,ASV_1136
ASV_1137,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA,ASV_1137
ASV_1139,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA,NA,ASV_1139
ASV_1140,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Sporacetigenium,NA,ASV_1140
ASV_1141,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,metagenome,metagenome,ASV_1141
ASV_1142,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,NA,ASV_1142
ASV_1143,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,NA,ASV_1143
ASV_1144,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,NA,ASV_1144
ASV_1145,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,uous_taxa,ASV_1145
ASV_1146,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax,NA,ASV_1146
ASV_1147,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,uous_taxa,ASV_1147
ASV_1148,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uous_taxa,ASV_1148
ASV_1151,Bacteria,Chloroflexi,SHA-26,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_1151
ASV_1152,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_1152
ASV_1153,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,NA,ASV_1153
ASV_1154,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,NA,ASV_1154
ASV_1155,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,ASV_1155
ASV_1156,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus sp. SCSIO 15096,ASV_1156
ASV_1157,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,NA,ASV_1157
ASV_1158,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA,NA,ASV_1158
ASV_1159,Bacteria,Chloroflexi,KD4-96,uous_taxa,uous_taxa,uous_taxa,uous_taxa,ASV_1159
ASV_1160,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Citricoccus,uous_taxa,ASV_1160
ASV_1161,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA,ASV_1161
ASV_1162,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,hoa5-07d05 gut group,uncultured bacterium,ASV_1162
ASV_1163,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,p-251-o5,uncultured bacterium,uncultured bacterium,ASV_1163
ASV_1164,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,NA,ASV_1164
ASV_1165,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae NK4A214 group,uous_taxa,ASV_1165
ASV_1166,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. S1(2011b),ASV_1166
ASV_1167,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,NA,ASV_1167
ASV_1169,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA,ASV_1169
ASV_1170,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,NA,ASV_1170
ASV_1171,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,NA,ASV_1171
ASV_1172,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium SBR2096,uncultured bacterium SBR2096,uncultured bacterium SBR2096,ASV_1172
ASV_1173,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA,ASV_1173
ASV_1174,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,uncultured Bacteroidetes bacterium,ASV_1174
ASV_1175,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,uncultured Firmicutes bacterium,ASV_1175
ASV_1176,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,uncultured bacterium,ASV_1176
ASV_1177,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium,uncultured bacterium,ASV_1177
ASV_1178,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA,NA,ASV_1178
ASV_1179,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,NA,ASV_1179
ASV_1180,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA,ASV_1180
ASV_1181,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ozensis,ASV_1181
ASV_1182,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured Rubrobacteria bacterium,uncultured Rubrobacteria bacterium,ASV_1182
ASV_1184,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured bacterium,uncultured bacterium,ASV_1184
ASV_1185,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA,ASV_1185
ASV_1186,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured,uncultured bacterium,ASV_1186
ASV_1187,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus phocaeensis,ASV_1187
ASV_1188,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,NA,ASV_1188
ASV_1189,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA,ASV_1189
ASV_1190,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA,ASV_1190
ASV_1191,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA,ASV_1191
ASV_1192,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,uncultured Rhodothermaceae bacterium,ASV_1192
ASV_1195,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium spiritivorum,ASV_1195
ASV_1197,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_1197
ASV_1198,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA,ASV_1198
ASV_1199,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA,ASV_1199
ASV_1200,Bacteria,Chloroflexi,KD4-96,uous_taxa,uous_taxa,uous_taxa,uous_taxa,ASV_1200
ASV_1201,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,ASV_1201
ASV_1202,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,NA,ASV_1202
ASV_1203,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,NA,ASV_1203
ASV_1205,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,uncultured bacterium,ASV_1205
ASV_1206,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae XPB1014 group,NA,ASV_1206
ASV_1207,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,ASV_1207
ASV_1208,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_1208
ASV_1209,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,uncultured bacterium,ASV_1209
ASV_1210,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_1210
ASV_1211,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,ASV_1211
ASV_1212,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Paenalcaligenes,uous_taxa,ASV_1212
ASV_1213,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,NA,ASV_1213
ASV_1214,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema 2,uncultured bacterium,ASV_1214
ASV_1215,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-002,uncultured bacterium,ASV_1215
ASV_1216,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,Family XIII AD3011 group,NA,ASV_1216
ASV_1217,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 2,uncultured bacterium,ASV_1217
ASV_1218,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,Fibrobacter sp.,ASV_1218
ASV_1219,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,NA,ASV_1219
ASV_1220,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,NA,ASV_1220
ASV_1221,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lechevalieria,uous_taxa,ASV_1221
ASV_1222,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA,ASV_1222
ASV_1223,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,NA,ASV_1223
ASV_1224,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,NA,NA,ASV_1224
ASV_1225,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,NA,ASV_1225
ASV_1226,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,uncultured,metagenome,ASV_1226
ASV_1227,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA,ASV_1227
ASV_1228,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA,ASV_1228
ASV_1229,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella,uncultured bacterium,ASV_1229
ASV_1230,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Falsochrobactrum,NA,ASV_1230
ASV_1231,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA,ASV_1231
ASV_1232,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA,ASV_1232
ASV_1233,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,ASV_1233
ASV_1234,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA,ASV_1234
ASV_1235,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niabella,NA,ASV_1235
ASV_1236,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thermoamylovorans,ASV_1236
ASV_1237,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA,ASV_1237
ASV_1238,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA,ASV_1238
ASV_1239,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,ASV_1239
ASV_1240,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,NA,ASV_1240
ASV_1241,Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,NA,NA,ASV_1241
ASV_1242,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,NA,ASV_1242
ASV_1243,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_1243
ASV_1244,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA,ASV_1244
ASV_1245,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylobacter,uncultured Methylobacter sp.,ASV_1245
ASV_1247,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,ASV_1247
ASV_1248,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA,ASV_1248
ASV_1249,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Tychonema CCAP 1459-11B,NA,ASV_1249
ASV_1250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,NA,ASV_1250
ASV_1252,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,ASV_1252
ASV_1253,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,ASV_1253
ASV_1254,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,uncultured,NA,NA,ASV_1254
ASV_1255,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA,ASV_1255
ASV_1256,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA,ASV_1256
ASV_1257,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter,uncultured bacterium,ASV_1257
ASV_1258,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,uncultured,uous_taxa,ASV_1258
ASV_1259,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_1259
ASV_1260,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,NA,ASV_1260
ASV_1261,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_1261
ASV_1262,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA,ASV_1262
ASV_1263,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,Mogibacterium,uous_taxa,ASV_1263
ASV_1264,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,NA,ASV_1264
ASV_1265,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA,ASV_1265
ASV_1266,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,dgA-11 gut group,uncultured bacterium,ASV_1266
ASV_1267,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,ASV_1267
ASV_1268,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-005,NA,ASV_1268
ASV_1269,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,Family XIII UCG-001,uncultured bacterium,ASV_1269
ASV_1270,Bacteria,Firmicutes,Bacilli,Bacillales,uncultured,uncultured bacterium,uncultured bacterium,ASV_1270
ASV_1271,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,uous_taxa,ASV_1271
ASV_1272,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae NK4A214 group,NA,ASV_1272
ASV_1273,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema 2,uncultured bacterium,ASV_1273
ASV_1274,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema 2,NA,ASV_1274
ASV_1275,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,Mogibacterium,uncultured bacterium,ASV_1275
ASV_1276,Bacteria,Spirochaetes,MVP-15,NA,NA,NA,NA,ASV_1276
ASV_1277,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,ASV_1277
ASV_1278,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uous_taxa,ASV_1278
ASV_1279,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,uncultured,NA,ASV_1279
ASV_1280,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,uncultured bacterium,ASV_1280
ASV_1281,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,ASV_1281
ASV_1282,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA,ASV_1282
ASV_1283,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,ASV_1283
ASV_1284,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XVIII,NA,NA,ASV_1284
ASV_1285,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured soil bacterium,uncultured soil bacterium,ASV_1285
ASV_1286,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured bacterium,ASV_1286
ASV_1287,Bacteria,Elusimicrobia,Elusimicrobia,Lineage IV,uous_taxa,uous_taxa,uous_taxa,ASV_1287
ASV_1288,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Nubsella,uncultured bacterium,ASV_1288
ASV_1290,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Porphyrobacter sp. SX2RGS8,ASV_1290
ASV_1291,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_1291
ASV_1292,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA,ASV_1292
ASV_1293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,NA,ASV_1293
ASV_1294,Bacteria,Chloroflexi,Gitt-GS-136,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,uncultured Chloroflexi bacterium,ASV_1294
ASV_1295,Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA,ASV_1295
ASV_1296,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA,ASV_1296
ASV_1297,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,NA,ASV_1297
ASV_1299,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,NA,ASV_1299
ASV_1300,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,NA,ASV_1300
ASV_1301,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA,ASV_1301
ASV_1302,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29,uous_taxa,ASV_1302
ASV_1303,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,uncultured Propionibacterium sp.,ASV_1303
ASV_1304,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,uncultured Acidimicrobidae bacterium,ASV_1304
ASV_1305,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured soil bacterium,uncultured soil bacterium,ASV_1305
ASV_1306,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,ASV_1306
ASV_1312,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA,ASV_1312
ASV_1314,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,NA,ASV_1314
ASV_1315,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uous_taxa,ASV_1315
ASV_1316,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA,ASV_1316
ASV_1317,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,NA,ASV_1317
ASV_1318,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA,ASV_1318
